scenario,lr,year,solarPV,windon,windoff
scenario_avg_avg_avg,LR6,2030,598352.545223885,297382.5,41596.5
scenario_avg_avg_avg,LR6,2040,1203600.752446929,396729.1668289065,97931.42319986755
scenario_avg_avg_high,LR6,2030,598352.545223885,297382.5,41596.5
scenario_avg_avg_high,LR6,2040,1203600.752446927,396729.1668289068,97931.42319986754
scenario_avg_high_min,LR6,2030,598352.545223885,297382.5,41596.5
scenario_avg_high_min,LR6,2040,1192827.338073321,400670.5818484222,96988.51028896896
scenario_avg_high_avg,LR6,2030,598352.545223885,297382.5,41596.5
scenario_avg_high_avg,LR6,2040,1192904.152916011,400872.8098852069,96988.51028896894
scenario_avg_high_high,LR6,2030,598352.5452238849,297382.5,41596.5
scenario_avg_high_high,LR6,2040,1192904.152916003,400872.809885207,96988.51028896886
scenario_high_min_min,LR6,2030,598352.545223885,297382.5,41596.5
scenario_high_min_min,LR6,2040,1172228.329409909,400030.8686470353,99252.78518603648
scenario_high_min_avg,LR6,2030,598352.545223885,297382.5,41596.5
scenario_high_min_avg,LR6,2040,1172386.291363957,400030.8686470352,99378.04578231883
scenario_high_min_high,LR6,2030,598352.545223885,297382.5,41596.5
scenario_high_min_high,LR6,2040,1172386.291363957,400030.8686470351,99378.04578231885
scenario_high_avg_min,LR6,2030,598352.5452238852,297382.5,41596.5
scenario_high_avg_min,LR6,2040,1195209.455297406,401240.4416839797,97931.42319986755
scenario_high_avg_avg,LR6,2030,598352.5452238852,297382.5,41596.5
scenario_high_avg_avg,LR6,2040,1195331.720274595,401464.5110630206,97931.42319986755
scenario_high_avg_high,LR6,2030,598352.545223885,297382.5,41596.5
scenario_high_avg_high,LR6,2040,1195331.720274595,401464.5110630209,97931.42319986755
scenario_high_high_min,LR6,2030,598352.545223885,297382.5,41596.5
scenario_high_high_min,LR6,2040,1190665.642649147,404514.5094054135,96850.45633213864
scenario_high_high_avg,LR6,2030,598352.5452238849,297382.5,41596.5
scenario_high_high_avg,LR6,2040,1190599.727165644,404577.5549326041,96988.51028896887
scenario_high_high_high,LR6,2030,598352.5452238852,297382.5,41596.5
scenario_high_high_high,LR6,2040,1190599.727165644,404577.554932604,96988.51028896893
scenario_min_min_min,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_min_min_min,LR7,2040,1165553.108095397,398516.5666343063,96379.33719247166
scenario_min_min_avg,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_min_min_avg,LR7,2040,1165594.1439417,398813.1843334126,96379.33719247168
scenario_min_min_high,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_min_min_high,LR7,2040,1165594.143941706,398813.184333413,96379.33719247155
scenario_min_avg_min,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_min_avg_min,LR7,2040,1216899.864481319,399765.7297674455,93808.38111862676
scenario_min_avg_avg,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_min_avg_avg,LR7,2040,1216897.895166813,400061.5576367686,93808.38111862674
scenario_min_avg_high,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_min_avg_high,LR7,2040,1216897.895166812,400061.5576367688,93808.38111862676
scenario_min_high_min,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_min_high_min,LR7,2040,1215494.772813397,388256.1731026166,101212.7986040574
scenario_min_high_avg,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_min_high_avg,LR7,2040,1215481.522892137,388554.971304052,101212.7986040574
scenario_min_high_high,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_min_high_high,LR7,2040,1215481.522892135,388554.9713040519,101212.7986040574
scenario_avg_min_min,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_avg_min_min,LR7,2040,1169682.963577634,398516.5666343063,96379.33719247168
scenario_avg_min_avg,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_avg_min_avg,LR7,2040,1165428.973256173,397309.8449495818,97359.83190457814
scenario_avg_min_high,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_avg_min_high,LR7,2040,1165428.973256133,397309.844949603,97359.83190457828
scenario_avg_avg_min,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_avg_avg_min,LR7,2040,1202850.986618748,399765.7297674456,93808.38111862674
scenario_avg_avg_avg,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_avg_avg_avg,LR7,2040,1202849.006721052,400061.5576367688,93808.38111862677
scenario_avg_avg_high,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_avg_avg_high,LR7,2040,1202849.006721052,400061.5576367687,93808.38111862676
scenario_avg_high_min,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_avg_high_min,LR7,2040,1201441.168766177,388256.1731026166,101212.7986040574
scenario_avg_high_avg,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_avg_high_avg,LR7,2040,1201427.851588415,388554.9713040532,101212.7986040574
scenario_avg_high_high,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_avg_high_high,LR7,2040,1201427.851588419,388554.9713040518,101212.7986040575
scenario_high_min_min,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_high_min_min,LR7,2040,1163950.219352558,401745.4092964018,96379.33719247166
scenario_high_min_avg,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_high_min_avg,LR7,2040,1164076.17119409,402042.0269955082,96379.33719247168
scenario_high_min_high,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_high_min_high,LR7,2040,1164076.171194089,402042.0269955086,96379.33719247149
scenario_high_avg_min,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_high_avg_min,LR7,2040,1203266.204155797,402733.6465957729,93964.6361903994
scenario_high_avg_avg,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_high_avg_avg,LR7,2040,1200264.732185075,403028.9771874666,93964.63619039941
scenario_high_avg_high,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_high_avg_high,LR7,2040,1200264.732185075,403028.9771874666,93964.63619039943
scenario_high_high_min,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_high_high_min,LR7,2040,1199710.905144384,391508.7517014598,101212.7986040574
scenario_high_high_avg,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_high_high_avg,LR7,2040,1199697.59750263,391807.5499028952,101212.7986040574
scenario_high_high_high,LR7,2030,598352.5452238852,297382.5,41596.5
scenario_high_high_high,LR7,2040,1199697.597502628,391807.5499028952,101212.7986040574
scenario_min_min_min,LR8,2030,598352.5452238849,297382.5,41596.5
scenario_min_min_min,LR8,2040,1155829.215980873,400500.2708734304,95620.21128315927
scenario_min_min_avg,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_min_min_avg,LR8,2040,1171227.699640746,395038.7906305278,99108.7779411011
scenario_min_min_high,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_min_min_high,LR8,2040,1172547.021789828,400500.2708734305,95775.32750920152
scenario_min_avg_min,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_min_avg_min,LR8,2040,1201813.91735833,394637.2437229116,96744.69215937283
scenario_min_avg_avg,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_min_avg_avg,LR8,2040,1201813.917358332,394947.6722286585,96744.69215937286
scenario_min_avg_high,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_min_avg_high,LR8,2040,1201813.91735833,394947.6722286585,96744.69215937283
scenario_min_high_min,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_min_high_min,LR8,2040,1182370.705716809,396822.342747615,96988.51028896896
scenario_min_high_avg,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_min_high_avg,LR8,2040,1194943.811805976,397140.921036582,96988.51028896894
scenario_min_high_high,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_min_high_high,LR8,2040,1194943.811805977,397140.9210365819,96988.51028896894
scenario_avg_min_min,LR8,2030,598352.545223885,297382.5,41596.5
scenario_avg_min_min,LR8,2040,1154760.410925707,394592.0367902554,99233.80864959992
scenario_avg_min_avg,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_avg_min_avg,LR8,2040,1163349.735822918,395707.0282518095,98881.981138878
scenario_avg_min_high,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_avg_min_high,LR8,2040,1162670.62783622,400500.2708734305,96117.21304709921
scenario_avg_avg_min,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_avg_avg_min,LR8,2040,1196981.636578879,394637.2437229115,96744.69215937282
scenario_avg_avg_avg,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_avg_avg_avg,LR8,2040,1200238.611698052,394947.6722286584,96744.69215937283
scenario_avg_avg_high,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_avg_avg_high,LR8,2040,1200428.442366747,394947.6722286584,96744.69215937282
scenario_avg_high_min,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_avg_high_min,LR8,2040,1181866.420695298,396822.3427476151,96988.51028896889
scenario_avg_high_avg,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_avg_high_avg,LR8,2040,1184928.189230116,396998.3542845928,96988.51028896903
scenario_avg_high_high,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_avg_high_high,LR8,2040,1184928.189230115,396998.3542845929,96988.51028896893
scenario_high_min_min,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_high_min_min,LR8,2040,1169572.949484719,396122.1537155267,100089.8158935256
scenario_high_min_avg,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_high_min_avg,LR8,2040,1169496.807185475,398570.0104931954,98729.4036291239
scenario_high_min_high,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_high_min_high,LR8,2040,1168711.79858129,400500.2708734303,97730.95875960082
scenario_high_avg_min,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_high_avg_min,LR8,2040,1199564.039637892,396387.4560968833,98724.87738956966
scenario_high_avg_avg,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_high_avg_avg,LR8,2040,1200054.108750882,396387.4560968833,98861.68170896788
scenario_high_avg_high,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_high_avg_high,LR8,2040,1200054.108750881,396387.4560968832,98861.6817089681
scenario_high_high_min,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_high_high_min,LR8,2040,1194943.811805976,400167.9052066769,96988.51028896902
scenario_high_high_avg,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_high_high_avg,LR8,2040,1194943.811805977,400486.4834956438,96988.51028896913
scenario_high_high_high,LR8,2030,598352.5452238852,297382.5,41596.5
scenario_high_high_high,LR8,2040,1194943.811805977,400486.4834956439,96988.51028896893
scenario_min_min_min,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_min_min_min,LR9,2040,1154809.576864445,401211.0040971184,94551.4471600081
scenario_min_min_avg,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_min_min_avg,LR9,2040,1171505.406980181,401211.0040971184,94539.173088679
scenario_min_min_high,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_min_min_high,LR9,2040,1172052.134981741,393350.6273287575,99436.80377660763
scenario_min_avg_min,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_min_avg_min,LR9,2040,1201692.147260337,393127.0009288031,96744.69215937286
scenario_min_avg_avg,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_min_avg_avg,LR9,2040,1201692.147260336,393127.0009288032,96744.69215937282
scenario_min_avg_high,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_min_avg_high,LR9,2040,1201692.147260337,393447.9389285182,96744.69215937282
scenario_min_high_min,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_min_high_min,LR9,2040,1191414.761788764,395239.8692986392,96988.510288969
scenario_min_high_avg,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_min_high_avg,LR9,2040,1194943.811805976,395239.8692986395,96988.51028896892
scenario_min_high_high,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_min_high_high,LR9,2040,1194943.811805977,395569.0477444265,96988.51028896896
scenario_avg_min_min,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_avg_min_min,LR9,2040,1154809.576864444,401211.0040971183,94551.44716000823
scenario_avg_min_avg,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_avg_min_avg,LR9,2040,1168390.730541931,401211.0040971184,94743.88471036169
scenario_avg_min_high,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_avg_min_high,LR9,2040,1168390.73054193,401211.0040971183,94743.88471036164
scenario_avg_avg_min,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_avg_avg_min,LR9,2040,1200808.830194631,396387.4560968833,94679.19570040876
scenario_avg_avg_avg,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_avg_avg_avg,LR9,2040,1200296.866763853,393127.0009288031,96744.69215937285
scenario_avg_avg_high,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_avg_avg_high,LR9,2040,1200296.866763859,393447.9389285161,96744.6921593728
scenario_avg_high_min,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_avg_high_min,LR9,2040,1180807.384795065,392551.9416158091,98567.91662609285
scenario_avg_high_avg,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_avg_high_avg,LR9,2040,1190769.196318287,395142.9473638807,96988.51028896892
scenario_avg_high_high,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_avg_high_high,LR9,2040,1190769.196318287,395436.4660319216,96988.51028896896
scenario_high_min_min,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_high_min_min,LR9,2040,1169785.753488304,401211.0040971184,96308.68072551841
scenario_high_min_avg,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_high_min_avg,LR9,2040,1169630.431100924,401211.0040971185,96488.71186308528
scenario_high_min_high,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_high_min_high,LR9,2040,1170370.391916977,396162.2921878073,99436.80377660766
scenario_high_avg_min,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_high_avg_min,LR9,2040,1189580.067125484,396387.4560968833,98685.8876242949
scenario_high_avg_avg,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_high_avg_avg,LR9,2040,1189580.067125484,396387.4560968833,98685.88762429482
scenario_high_avg_high,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_high_avg_high,LR9,2040,1191136.394319678,396387.4560968833,98724.87738956945
scenario_high_high_min,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_high_high_min,LR9,2040,1194943.811805977,398573.4965732156,96988.51028896887
scenario_high_high_avg,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_high_high_avg,LR9,2040,1194943.811805977,398573.4965732156,96988.51028896899
scenario_high_high_high,LR9,2030,598352.5452238852,297382.5,41596.5
scenario_high_high_high,LR9,2040,1194943.811805977,398902.6750190026,96988.51028896894
scenario_min_min_min,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_min_min_min,LR10,2040,1153325.226497181,401211.0040971184,93665.6364292555
scenario_min_min_avg,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_min_min_avg,LR10,2040,1173135.079005696,401211.0040971184,93664.40816068367
scenario_min_min_high,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_min_min_high,LR10,2040,1172762.733275952,401211.0040971184,93877.60115493929
scenario_min_avg_min,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_min_avg_min,LR10,2040,1201782.419014946,391803.2915097325,96744.6921593728
scenario_min_avg_avg,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_min_avg_avg,LR10,2040,1201782.419014945,391803.2915097326,96744.69215937282
scenario_min_avg_high,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_min_avg_high,LR10,2040,1201782.419014945,392130.7257317328,96744.69215937285
scenario_min_high_min,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_min_high_min,LR10,2040,1215066.856770499,393850.7640992848,96988.51028896889
scenario_min_high_avg,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_min_high_avg,LR10,2040,1213729.58150058,393850.7640992849,96988.51028896893
scenario_min_high_high,LR10,2030,598352.545223885,297382.5,41596.5
scenario_min_high_high,LR10,2040,1213729.58150058,394186.4284953686,96988.51028896896
scenario_avg_min_min,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_avg_min_min,LR10,2040,1151808.479474806,401211.0040971184,93665.63642925577
scenario_avg_min_avg,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_avg_min_avg,LR10,2040,1168499.073341207,401211.0040971184,93664.40816068414
scenario_avg_min_high,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_avg_min_high,LR10,2040,1162578.341624319,401211.0040971183,93877.60115493932
scenario_avg_avg_min,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_avg_avg_min,LR10,2040,1190813.906101611,395776.5207568366,96744.6921593728
scenario_avg_avg_avg,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_avg_avg_avg,LR10,2040,1191562.632340529,395464.5514906206,96744.69215937286
scenario_avg_avg_high,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_avg_avg_high,LR10,2040,1191787.91326864,395698.1186592417,96744.69215937282
scenario_avg_high_min,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_avg_high_min,LR10,2040,1181866.420695299,393850.7640992849,96988.51028896892
scenario_avg_high_avg,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_avg_high_avg,LR10,2040,1190769.196318287,393763.9485649603,96988.51028896899
scenario_avg_high_high,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_avg_high_high,LR10,2040,1190769.196318287,394063.2313808216,96988.5102889689
scenario_high_min_min,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_high_min_min,LR10,2040,1159071.696467419,401211.0040971184,95543.42908724333
scenario_high_min_avg,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_high_min_avg,LR10,2040,1170810.653210305,401211.0040971184,95535.33490802394
scenario_high_min_high,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_high_min_high,LR10,2040,1170612.257286386,401211.0040971183,95711.54735837436
scenario_high_avg_min,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_high_avg_min,LR10,2040,1188944.488771052,396387.4560968833,98092.99289702706
scenario_high_avg_avg,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_high_avg_avg,LR10,2040,1188411.395270395,396387.4560968832,98092.9928970272
scenario_high_avg_high,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_high_avg_high,LR10,2040,1188568.563696956,396387.4560968833,98256.3696398131
scenario_high_high_min,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_high_high_min,LR10,2040,1194943.811805977,397127.5599237307,96988.51028896892
scenario_high_high_avg,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_high_high_avg,LR10,2040,1194943.811805977,397127.5599237306,96988.51028896894
scenario_high_high_high,LR10,2030,598352.5452238852,297382.5,41596.5
scenario_high_high_high,LR10,2040,1194943.811805977,397463.2243198143,96988.51028896894
